id,Brand,Model,Year,Category,Engine Size (cc),Power (hp),Engine Cylinder,Fuel Capacity (Lts),Weight (kg),Seat Height (mm),Power-to-Weight (hp/kg)
1283,Aprilia,sr motard 125,2014,Scooter,124,9.1,Single cylinder,7.0,122.0,775.0,0.07
1284,Aprilia,sr motard 125,2015,Scooter,124,9.6,Single cylinder,7.0,122.0,775.0,0.08
1285,Aprilia,sr motard 125,2016,Scooter,124,9.6,Single cylinder,7.0,122.0,775.0,0.08
1286,Aprilia,sr motard 125,2017,Scooter,124,9.6,Single cylinder,7.0,122.0,775.0,0.08
1287,Aprilia,sr motard 125,2018,Scooter,124,9.6,Single cylinder,7.0,122.0,775.0,0.08
1288,Aprilia,sr motard 125,2019,Scooter,124,9.6,Single cylinder,7.0,122.0,775.0,0.08
1289,Aprilia,sr motard 125,2020,Scooter,124,9.6,Single cylinder,7.0,122.0,775.0,0.08
1291,Aprilia,sr motard 50,2014,Scooter,49,4.6,Single cylinder,7.0,106.0,775.0,0.04
1292,Aprilia,sr motard 50,2015,Scooter,49,4.6,Single cylinder,7.0,106.0,775.0,0.04
1293,Aprilia,sr motard 50,2016,Scooter,49,4.6,Single cylinder,7.0,106.0,775.0,0.04
1294,Aprilia,sr motard 50,2017,Scooter,49,4.6,Single cylinder,7.0,106.0,775.0,0.04
1295,Aprilia,sr motard 50,2018,Scooter,49,4.6,Single cylinder,7.0,106.0,775.0,0.04
1296,Aprilia,sr motard 50,2020,Scooter,50,4.6,Single cylinder,7.0,106.0,820.0,0.04
1298,Aprilia,srv 850,2012,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1299,Aprilia,srv 850,2013,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1300,Aprilia,srv 850,2014,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1301,Aprilia,srv 850,2015,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1302,Aprilia,srv 850,2016,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1303,Aprilia,srv 850,2017,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1304,Aprilia,srv 850,2018,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1305,Aprilia,srv 850,2019,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1306,Aprilia,srv 850,2020,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1307,Aprilia,srv 850 abs-atc,2015,Scooter,839,75.0,V2,18.5,251.0,780.0,0.3
1310,Aprilia,srv 850 abs-atc,2018,Scooter,839,76.0,V2,18.8,250.0,780.0,0.3
1311,Aprilia,srv 850 abs-atc,2019,Scooter,839,76.0,V2,18.5,250.0,780.0,0.3
1312,Aprilia,srv 850 abs-atc,2020,Scooter,839,76.0,V2,18.5,250.0,780.0,0.3
1313,Aprilia,srv 850 absatc,2013,Scooter,839,76.0,V2,18.5,249.0,780.0,0.31
1319,Aprilia,sx 125,2010,Super Motard,122,21.5,Single cylinder,10.0,115.0,830.0,0.19
1320,Aprilia,sx 125,2011,Super Motard,122,21.5,Single cylinder,10.0,115.0,830.0,0.19
1321,Aprilia,sx 125,2012,Super Motard,122,21.5,Single cylinder,10.0,115.0,830.0,0.19
1322,Aprilia,sx 125,2013,Super Motard,122,21.5,Single cylinder,10.0,115.0,830.0,0.19
1384,Aprilia,tuono 1000 r,2010,Naked Bike,998,136.0,V2,18.0,185.0,810.0,0.74
1385,Aprilia,tuono 1000 r,2011,Naked Bike,998,136.0,V2,18.0,185.0,810.0,0.74
1390,Aprilia,tuono 1000 r factory,2010,Naked Bike,998,136.0,V2,18.0,181.0,810.0,0.75
1400,Aprilia,tuono 125,2021,Naked Bike,124,15.0,Single cylinder,14.5,129.0,810.0,0.12
1401,Aprilia,tuono 125,2022,Naked Bike,124,15.0,Single cylinder,14.5,129.0,810.0,0.12
1411,Aprilia,tuono v4,2021,Naked Bike,1077,175.0,V4,18.5,185.0,825.0,0.95
1412,Aprilia,tuono v4,2022,Naked Bike,1077,175.0,V4,17.9,185.0,87.0,0.95
1413,Aprilia,tuono v4 1100 factory,2015,Naked Bike,1077,173.0,V4,18.5,182.0,825.0,0.95
1414,Aprilia,tuono v4 1100 factory,2016,Naked Bike,1077,175.0,V4,18.5,184.0,825.0,0.95
1415,Aprilia,tuono v4 1100 factory,2017,Naked Bike,1077,175.0,V4,18.5,184.0,825.0,0.95
1416,Aprilia,tuono v4 1100 factory,2018,Naked Bike,1077,175.0,V4,18.5,184.0,825.0,0.95
1417,Aprilia,tuono v4 1100 factory,2019,Naked Bike,1077,201.0,V4,18.5,184.0,825.0,1.09
1418,Aprilia,tuono v4 1100 factory,2020,Naked Bike,1077,175.0,V4,18.5,185.0,825.0,0.95
1419,Aprilia,tuono v4 1100 factory,2021,Naked Bike,1077,175.0,V4,18.5,185.0,825.0,0.95
1420,Aprilia,tuono v4 1100 rr,2015,Naked Bike,1077,173.0,V4,18.5,182.0,825.0,0.95
1421,Aprilia,tuono v4 1100 rr,2016,Naked Bike,1077,175.0,V4,18.5,184.0,825.0,0.95
1422,Aprilia,tuono v4 1100 rr,2017,Naked Bike,1077,175.0,V4,18.5,184.0,825.0,0.95
1423,Aprilia,tuono v4 1100 rr,2018,Naked Bike,1077,175.0,V4,18.5,184.0,825.0,0.95
1424,Aprilia,tuono v4 1100 rr,2019,Naked Bike,1077,201.0,V4,18.5,184.0,825.0,1.09
1425,Aprilia,tuono v4 1100 rr,2020,Naked Bike,1077,173.0,V4,18.5,185.0,825.0,0.94
1426,Aprilia,tuono v4 1100 rr,2021,Naked Bike,1077,175.0,V4,18.5,185.0,825.0,0.95
1427,Aprilia,tuono v4 factory,2022,Naked Bike,1077,175.0,V4,17.9,185.0,825.0,0.95
1428,Aprilia,tuono v4 r,2012,Naked Bike,999,162.0,V4,17.0,183.0,840.0,0.89
1429,Aprilia,tuono v4 r,2013,Naked Bike,1000,165.0,V4,17.0,183.0,840.0,0.9
1430,Aprilia,tuono v4 r abs,2015,Naked Bike,1000,170.0,V4,18.5,183.0,835.0,0.93
1431,Aprilia,tuono v4 r aprc,2012,Naked Bike,1000,167.0,V4,17.0,183.0,835.0,0.91
1432,Aprilia,tuono v4 r aprc,2013,Naked Bike,1000,167.0,V4,17.0,183.0,835.0,0.91
1433,Aprilia,tuono v4 r aprc,2014,Naked Bike,1000,167.0,V4,17.0,183.0,835.0,0.91
1434,Aprilia,tuono v4r,2011,Naked Bike,999,162.0,V4,17.0,179.0,840.0,0.91
1449,Arch,krgt-1,2021,Sport,2032,120.0,V2,18.93,244.0,706.0,0.49
1450,Arch,krgt-1,2022,Sport,2032,120.0,V2,18.93,244.0,706.0,0.49
1895,Atk,gt250,2015,Naked Bike,249,27.0,V2,14.0,149.7,762.0,0.18
1896,Atk,gt250,2016,Naked Bike,249,25.0,V2,14.0,166.9,762.0,0.15
1897,Atk,gt250r,2014,Sport,249,27.0,V2,14.0,167.8,762.0,0.16
1898,Atk,gt250r,2015,Sport,249,27.0,V2,14.0,167.8,762.0,0.16
1899,Atk,gt250r,2016,Sport,249,27.0,V2,14.0,167.8,762.0,0.16
1901,Atk,gt650r,2014,Sport,647,79.0,V2,17.03,204.1,831.0,0.39
1902,Atk,gt650r,2015,Sport,647,79.0,V2,17.03,204.1,831.0,0.39
1903,Atk,gt650r,2016,Sport,647,79.0,V2,17.03,204.1,831.0,0.39
1904,Atk,gv250,2014,Custom / Cruiser,249,25.0,V2,14.0,166.9,709.0,0.15
1905,Atk,gv250,2015,Custom / Cruiser,249,27.0,V2,14.0,149.7,762.0,0.18
1906,Atk,gv250,2016,Custom / Cruiser,249,25.0,V2,14.0,149.7,762.0,0.17
3275,Bmw,c 600 sport,2012,Scooter,647,59.0,Twin,16.0,231.0,810.0,0.26
1907,Atk,gv650,2014,Custom / Cruiser,647,79.0,V2,15.9,217.7,706.0,0.36
1908,Atk,gv650,2015,Custom / Cruiser,647,79.0,V2,15.9,217.7,706.0,0.36
1909,Atk,gv650,2016,Custom / Cruiser,647,80.0,V2,15.9,217.7,706.0,0.37
1937,Atlas Honda,cg125,2012,Allround,124,11.0,Single cylinder,9.2,96.5,743.0,0.11
1943,Aurora,hellfire v8,2016,Sport,2575,417.0,V8,22.0,265.0,820.0,1.57
1944,Aurora,hellfire v8,2017,Sport,2575,417.0,V8,22.0,265.0,820.0,1.57
1945,Aurora,hellfire v8,2020,Sport,2575,417.0,V8,22.0,265.0,820.0,1.57
1950,Avinton,collector race,2013,Naked Bike,1645,120.0,V2,13.0,185.0,790.0,0.65
1951,Avinton,collector race,2014,Naked Bike,1645,120.0,V2,13.0,175.0,790.0,0.69
1952,Avinton,collector race,2015,Naked Bike,1647,120.0,V2,13.0,175.0,790.0,0.69
3279,Bmw,c 650 gt,2012,Scooter,647,59.0,Twin,16.0,241.0,795.0,0.24
1953,Avinton,collector roadster,2013,Naked Bike,1645,120.0,V2,13.0,183.0,790.0,0.66
1954,Avinton,collector roadster,2014,Naked Bike,1645,120.0,V2,13.0,175.0,790.0,0.69
1955,Avinton,collector roadster,2015,Naked Bike,1647,120.0,V2,13.0,175.0,790.0,0.69
1957,Avinton,cult,2014,Naked Bike,1645,120.0,V2,13.0,175.0,790.0,0.69
1958,Avinton,deluxe,2014,Naked Bike,1645,120.0,V2,13.0,176.0,790.0,0.68
1959,Avinton,deluxe,2018,Naked Bike,1647,120.0,V2,13.0,175.0,790.0,0.69
1960,Avinton,deluxe,2019,Naked Bike,1647,120.0,V2,13.0,175.0,790.0,0.69
1961,Avinton,grand sport,2014,Naked Bike,1645,120.0,V2,13.0,176.0,790.0,0.68
1964,Avinton,originale,2017,Naked Bike,1647,120.0,V2,13.0,175.0,790.0,0.69
1965,Avinton,super snake,2014,Naked Bike,1645,120.0,V2,13.0,175.0,790.0,0.69
1966,Avinton,vintage,2014,Naked Bike,1645,120.0,V2,13.0,177.0,790.0,0.68
2089,Bajaj,pulsar 180,2011,Sport,179,17.0,Single cylinder,15.0,134.0,800.0,0.13
2100,Bajaj,pulsar 200 ns,2012,Allround,200,23.5,Single cylinder,12.0,145.0,805.0,0.16
2113,Bajaj,pulsar f250,2022,Sport,250,24.1,Single cylinder,14.0,162.0,795.0,0.15
2134,Baltmotors,vanguard,2021,Atv,203,7.9,Single cylinder,12.0,125.0,780.0,0.06
2135,Bamx,bx110-s tracker,2010,Atv,107,5.2,Single cylinder,10.0,256.0,737.0,0.02
2136,Bamx,bx125 db1 enforcer,2010,"Minibike, Cross",124,6.5,Single cylinder,4.0,56.7,762.0,0.11
2137,Bamx,bx125 db1 enforcer,2011,"Minibike, Cross",124,6.5,Single cylinder,4.0,56.7,762.0,0.11
2138,Bamx,bx125 db1 enforcer,2015,"Minibike, Cross",124,6.5,Single cylinder,4.0,56.7,762.0,0.11
2139,Bamx,bx125 db2 renegade,2010,"Minibike, Cross",124,6.5,Single cylinder,4.0,56.7,762.0,0.11
2140,Bamx,bx125 db2 renegade,2011,"Minibike, Cross",124,6.5,Single cylinder,4.0,56.7,762.0,0.11
2141,Bamx,bx125 db2 renegade,2015,"Minibike, Cross",124,6.5,Single cylinder,4.0,56.7,762.0,0.11
2149,Bamx,bx150-db voyager,2010,Enduro / Offroad,149,9.5,Single cylinder,5.0,102.1,762.0,0.09
2150,Bamx,bx150-db voyager,2011,Enduro / Offroad,149,9.5,Single cylinder,5.0,102.1,762.0,0.09
2151,Bamx,bx150-db voyager,2015,"Minibike, Cross",149,16.1,Single cylinder,18.93,102.1,762.0,0.16
2154,Bamx,bx200-db outback,2010,Enduro / Offroad,196,14.5,Single cylinder,8.6,125.0,838.0,0.12
2155,Bamx,bx200-db outback,2011,Enduro / Offroad,196,14.5,Single cylinder,8.6,125.0,838.0,0.12
2156,Bamx,bx200-db outback,2015,Enduro / Offroad,196,16.1,Single cylinder,5.0,125.2,838.0,0.13
2158,Bamx,bx200-s1 assault,2010,Atv,197,10.5,Single cylinder,8.0,179.2,762.0,0.06
2159,Bamx,bx200-u back country,2012,Atv,197,10.5,Single cylinder,12.0,165.6,813.0,0.06
2160,Bamx,bx250-s1 assault,2010,Atv,230,11.5,Single cylinder,6.5,395.0,762.0,0.03
2162,Bamx,bx350-s assault,2010,Atv,348,17.0,Single cylinder,9.0,193.2,813.0,0.09
2164,Bamx,bx400-u4 sierra,2012,Atv,387,19.0,Single cylinder,13.5,266.3,864.0,0.07
2165,Bamx,bx450-s assault,2010,Atv,486,40.0,Single cylinder,8.8,200.0,828.0,0.2
2167,Bamx,bx50-db pee wee,2010,Enduro / Offroad,50,2.0,Single cylinder,4.0,47.6,610.0,0.04
2168,Bamx,bx50-db pee wee,2011,"Minibike, Cross",50,2.0,Single cylinder,4.0,47.6,610.0,0.04
2169,Bamx,bx50-db pee wee,2015,"Minibike, Cross",50,2.0,Single cylinder,15.14,47.6,610.0,0.04
2170,Bamx,bx50-s side kick,2010,Atv,50,2.0,Single cylinder,3.0,79.8,610.0,0.03
2171,Bamx,bx50-u exciter,2012,Atv,50,2.0,Single cylinder,4.0,79.8,610.0,0.03
2172,Bamx,bx500-u4 tahoe,2012,Atv,471,16.1,Single cylinder,17.0,310.0,870.0,0.05
2174,Bamx,bx70-db trailstar,2010,Trial,72,3.6,Single cylinder,4.0,49.9,711.0,0.07
2175,Bamx,bx70-db trailstar,2011,"Minibike, Cross",72,3.6,Single cylinder,4.0,49.9,711.0,0.07
2176,Bamx,bx70-db trailstar,2015,"Minibike, Cross",72,3.6,Single cylinder,4.0,49.9,711.0,0.07
2177,Bamx,bx70-s charger,2010,Atv,72,3.2,Single cylinder,10.0,111.1,686.0,0.03
2178,Bamx,bx700-u4 tahoe,2012,Atv,686,16.1,Single cylinder,17.0,310.0,870.0,0.05
2277,Benelli,402 s,2018,Naked Bike,399,39.4,Twin,16.0,160.0,740.0,0.25
2278,Benelli,49x quattro nove x off road,2011,Scooter,49,2.7,Single cylinder,6.2,96.0,800.0,0.03
2279,Benelli,49x quattro nove x on road,2011,Scooter,49,2.7,Single cylinder,6.2,96.0,800.0,0.03
2288,Benelli,502 c,2019,Allround,500,47.6,Twin,21.0,217.0,750.0,0.22
2289,Benelli,502 c,2020,Allround,500,47.6,Twin,21.0,217.0,750.0,0.22
2290,Benelli,502 cruiser,2022,Allround,500,47.6,Twin,21.0,217.0,750.0,0.22
2291,Benelli,502c,2021,Allround,500,47.6,Twin,21.0,217.0,750.0,0.22
2331,Benelli,bn 125,2018,Naked Bike,125,11.1,Single cylinder,13.5,142.0,780.0,0.08
2332,Benelli,bn 125,2019,Naked Bike,125,11.1,Single cylinder,13.5,142.0,770.0,0.08
2333,Benelli,bn 125,2020,Naked Bike,125,11.1,Single cylinder,13.5,142.0,770.0,0.08
2336,Benelli,bn 251,2015,Naked Bike,249,24.5,Single cylinder,16.5,150.0,780.0,0.16
2337,Benelli,bn 251,2016,Naked Bike,249,24.5,Single cylinder,17.0,143.0,795.0,0.17
2338,Benelli,bn 251,2017,Naked Bike,249,25.0,Single cylinder,17.0,143.0,795.0,0.17
2339,Benelli,bn 251,2018,Naked Bike,249,25.0,Single cylinder,17.0,145.0,795.0,0.17
2342,Benelli,bn 302,2014,Naked Bike,300,37.0,Twin,16.0,185.0,795.0,0.2
2343,Benelli,bn 302,2015,Naked Bike,300,37.0,Twin,16.0,185.0,795.0,0.2
2344,Benelli,bn 302,2016,Naked Bike,300,38.0,Twin,16.0,185.0,795.0,0.21
2345,Benelli,bn 302,2017,Naked Bike,300,38.0,Twin,16.0,185.0,795.0,0.21
2346,Benelli,bn 302,2018,Naked Bike,300,38.0,Twin,16.0,185.0,795.0,0.21
2347,Benelli,bn 302,2019,Naked Bike,300,38.0,Twin,16.0,185.0,795.0,0.21
2348,Benelli,bn 302,2020,Naked Bike,300,38.0,Twin,16.0,185.0,795.0,0.21
2349,Benelli,bn 302 r,2017,Sport,300,35.4,Twin,14.0,180.0,780.0,0.2
2350,Benelli,bn 600 gt,2014,Naked Bike,600,82.0,In-line four,27.0,223.0,800.0,0.37
2351,Benelli,bn 600 gt,2015,Sport Touring,600,84.0,In-line four,27.0,223.0,800.0,0.38
2352,Benelli,bn 600 gt,2016,Sport Touring,600,84.0,In-line four,27.0,223.0,800.0,0.38
2353,Benelli,bn 600 gt,2017,Sport Touring,600,81.6,In-line four,27.0,223.0,800.0,0.37
2354,Benelli,bn 600 i,2016,Naked Bike,600,82.0,In-line four,15.0,208.0,800.0,0.39
2355,Benelli,bn 600 i,2017,Naked Bike,600,82.0,In-line four,15.0,208.0,800.0,0.39
2356,Benelli,bn 600 i,2018,Naked Bike,600,82.0,In-line four,15.0,208.0,800.0,0.39
2357,Benelli,bn 600 r,2014,Naked Bike,600,82.0,In-line four,15.0,208.0,800.0,0.39
2358,Benelli,bn 600 r,2015,Naked Bike,600,82.0,In-line four,15.0,208.0,800.0,0.39
2363,Benelli,bx 250 motard,2016,Super Motard,249,25.0,Single cylinder,9.6,135.0,890.0,0.19
2365,Benelli,bx 449 cross,2010,Cross / Motocross,449,55.4,Single cylinder,9.0,108.0,960.0,0.51
2366,Benelli,bx 449 cross,2011,Cross / Motocross,449,55.4,Single cylinder,9.0,108.0,960.0,0.51
2368,Benelli,bx 505 enduro,2010,Enduro / Offroad,505,59.7,Single cylinder,9.0,110.0,960.0,0.54
2369,Benelli,bx 505 enduro,2011,Enduro / Offroad,505,59.7,Single cylinder,9.0,110.0,960.0,0.54
2374,Benelli,cafe racer 1130,2010,Naked Bike,1131,135.0,In-line three,17.0,208.0,780.0,0.65
2377,Benelli,caffe nero 250,2010,Scooter,248,15.0,Single cylinder,11.0,150.0,860.0,0.1
2378,Benelli,caffenero 125,2011,Scooter,125,16.2,Single cylinder,7.4,125.0,800.0,0.13
2379,Benelli,caffenero 125,2014,Scooter,125,12.1,Single cylinder,7.4,125.0,800.0,0.1
2380,Benelli,caffenero 125,2015,Scooter,125,12.1,Single cylinder,7.4,119.0,800.0,0.1
2381,Benelli,caffenero 125,2016,Scooter,125,12.1,Single cylinder,7.4,119.0,800.0,0.1
2382,Benelli,caffenero 150,2011,Scooter,151,13.1,Single cylinder,7.4,125.0,800.0,0.1
2383,Benelli,caffenero 150,2014,Scooter,151,13.1,Single cylinder,7.4,125.0,800.0,0.1
2384,Benelli,caffenero 150,2015,Scooter,151,13.1,Single cylinder,7.4,119.0,800.0,0.11
2385,Benelli,caffenero 150,2016,Scooter,151,13.1,Single cylinder,7.4,119.0,800.0,0.11
2386,Benelli,caffenero 150,2020,Scooter,150,13.1,Single cylinder,7.5,150.0,800.0,0.09
2387,Benelli,caffenero 250,2014,Scooter,250,21.1,Single cylinder,11.5,163.0,800.0,0.13
2388,Benelli,caffenero 250,2020,Scooter,250,18.0,Single cylinder,10.6,194.0,805.0,0.09
2389,Benelli,century 1130 racer,2012,Naked Bike,1131,129.0,In-line three,17.0,208.0,830.0,0.62
2390,Benelli,century racer 1130,2011,Naked Bike,1131,135.0,In-line three,16.0,208.0,780.0,0.65
2391,Benelli,century racer 899,2011,Naked Bike,898,120.0,In-line three,16.0,208.0,830.0,0.58
2393,Benelli,imperiale 400,2019,Classic,374,19.7,Single cylinder,12.0,200.0,780.0,0.1
2394,Benelli,imperiale 400,2020,Classic,374,20.8,Single cylinder,12.0,200.0,780.0,0.1
2395,Benelli,imperiale 400,2021,Allround,374,20.8,Single cylinder,12.0,200.0,780.0,0.1
2396,Benelli,imperiale 400,2022,Allround,374,20.8,Single cylinder,12.0,197.0,780.0,0.11
2397,Benelli,leoncino,2017,Enduro / Offroad,500,47.6,Twin,15.0,170.0,815.0,0.28
2398,Benelli,leoncino,2018,Enduro / Offroad,500,47.6,Twin,13.5,186.0,785.0,0.26
2399,Benelli,leoncino,2019,Enduro / Offroad,500,47.6,Twin,13.5,186.0,785.0,0.26
2400,Benelli,leoncino 125,2019,Enduro / Offroad,125,12.6,Single cylinder,12.5,164.0,810.0,0.08
2401,Benelli,leoncino 250,2018,Enduro / Offroad,249,25.8,Single cylinder,14.0,153.0,810.0,0.17
2402,Benelli,leoncino 250,2019,Enduro / Offroad,249,24.5,Single cylinder,14.0,153.0,810.0,0.16
2403,Benelli,leoncino 250,2020,Enduro / Offroad,249,24.5,Single cylinder,14.0,153.0,800.0,0.16
2404,Benelli,leoncino 250,2022,Super Motard,249,25.5,Single cylinder,12.5,153.0,800.0,0.17
2405,Benelli,leoncino 500,2017,Enduro / Offroad,500,47.6,Twin,15.0,170.0,815.0,0.28
2406,Benelli,leoncino 500,2020,Enduro / Offroad,500,47.6,Twin,13.5,186.0,785.0,0.26
2407,Benelli,leoncino 500,2021,Enduro / Offroad,500,47.6,Twin,13.5,186.0,785.0,0.26
2408,Benelli,leoncino 500 es,2022,Enduro / Offroad,500,47.6,Twin,12.7,207.0,810.0,0.23
2410,Benelli,leoncino 500 trail,2020,Enduro / Offroad,500,47.6,Twin,15.0,170.0,815.0,0.28
2411,Benelli,leoncino 500 trail es,2022,Enduro / Offroad,500,47.6,Twin,12.7,207.0,840.0,0.23
3276,Bmw,c 600 sport,2013,Scooter,647,59.0,Twin,15.9,236.8,810.0,0.25
2412,Benelli,leoncino 800,2020,Naked Bike,754,81.6,Twin,15.0,220.0,800.0,0.37
2413,Benelli,leoncino 800 trail,2020,Enduro / Offroad,754,81.6,Twin,15.0,224.0,818.0,0.36
2415,Benelli,leoncino trail,2019,Enduro / Offroad,500,47.6,Twin,15.0,170.0,815.0,0.28
2417,Benelli,leoncino trail 500,2017,Enduro / Offroad,500,47.6,Twin,15.0,170.0,815.0,0.28
2421,Benelli,macis 125,2016,Scooter,124,12.1,Single cylinder,7.4,130.0,800.0,0.09
2425,Benelli,macis 150,2016,Scooter,151,12.4,Single cylinder,7.4,130.0,800.0,0.1
2428,Benelli,pepe 4t,2011,Scooter,49,4.8,Single cylinder,7.5,82.0,770.0,0.06
2429,Benelli,pepe 4t,2014,Scooter,49,4.8,Single cylinder,7.5,83.0,770.0,0.06
2432,Benelli,pepe 50,2010,Scooter,49,3.6,Single cylinder,7.5,82.0,770.0,0.04
2433,Benelli,pepe 50,2011,Scooter,49,3.6,Single cylinder,7.5,81.0,770.0,0.04
2434,Benelli,pepe 50,2015,Scooter,49,4.8,Single cylinder,7.5,93.0,770.0,0.05
2435,Benelli,pepe 50,2016,Scooter,49,4.8,Single cylinder,6.0,93.0,770.0,0.05
2436,Benelli,pepe 50 classic 2t,2014,Scooter,49,3.6,Single cylinder,7.5,82.0,770.0,0.04
2439,Benelli,pepe 50 lx,2010,Scooter,49,3.6,Single cylinder,7.5,87.0,720.0,0.04
2445,Benelli,qattronove x off road,2010,Scooter,49,2.7,Single cylinder,6.2,95.0,800.0,0.03
2446,Benelli,qattronove x on road,2010,Scooter,49,2.7,Single cylinder,6.2,96.0,800.0,0.03
2451,Benelli,tnt 1130 cafe racer,2011,Naked Bike,1131,135.0,In-line three,17.0,208.0,780.0,0.65
2452,Benelli,tnt 1130 r,2012,Naked Bike,1131,157.0,In-line three,17.0,208.0,830.0,0.75
2453,Benelli,tnt 1130 r,2014,Naked Bike,1131,157.0,In-line three,16.0,205.0,830.0,0.77
2454,Benelli,tnt 1130 r,2016,Naked Bike,1131,157.0,In-line three,16.0,205.0,830.0,0.77
2455,Benelli,tnt 1130 r,2017,Naked Bike,1131,158.0,In-line three,16.0,205.0,830.0,0.77
2456,Benelli,tnt 1130 sport,2011,Naked Bike,1131,135.0,In-line three,17.0,208.0,780.0,0.65
2457,Benelli,tnt 1130 titanium,2011,Naked Bike,1131,140.0,In-line three,17.0,193.0,780.0,0.73
2458,Benelli,tnt 1130k,2011,Naked Bike,1131,135.0,In-line three,22.0,215.0,780.0,0.63
2460,Benelli,tnt 135,2017,Naked Bike,135,13.0,Single cylinder,7.2,121.0,790.0,0.11
2461,Benelli,tnt 135,2018,"Minibike, Sport",135,13.0,Single cylinder,7.2,121.0,790.0,0.11
2462,Benelli,tnt 135,2020,"Minibike, Sport",135,11.3,Single cylinder,7.2,121.0,780.0,0.09
2463,Benelli,tnt 25,2017,Naked Bike,249,24.5,Single cylinder,17.0,159.0,795.0,0.15
2464,Benelli,tnt 300,2017,Naked Bike,300,38.0,Twin,15.97,183.3,795.0,0.21
2465,Benelli,tnt 300,2018,Naked Bike,300,38.0,Twin,15.97,183.3,795.0,0.21
2466,Benelli,tnt 300,2020,Naked Bike,300,32.0,V2,16.0,183.0,795.0,0.17
2467,Benelli,tnt 600,2017,Naked Bike,600,80.5,In-line four,14.99,212.7,800.0,0.38
2468,Benelli,tnt 600,2018,Naked Bike,600,82.0,In-line four,14.99,208.2,800.0,0.39
2469,Benelli,tnt 600,2020,Naked Bike,600,67.0,In-line four,15.0,208.0,800.0,0.32
2470,Benelli,tnt 600 gt,2017,Sport Touring,600,85.0,In-line four,27.0,223.0,800.0,0.38
2471,Benelli,tnt 899,2012,Naked Bike,899,129.0,In-line three,16.0,205.0,830.0,0.63
2472,Benelli,tnt 899,2014,Naked Bike,899,120.0,In-line three,16.0,205.0,830.0,0.59
2473,Benelli,tnt 899,2015,Naked Bike,899,120.0,In-line three,16.0,205.0,830.0,0.59
2476,Benelli,tnt 899s,2011,Naked Bike,899,118.0,In-line three,16.0,208.0,780.0,0.57
2477,Benelli,tnt 899t,2011,Naked Bike,899,118.0,In-line three,17.0,199.0,780.0,0.59
2479,Benelli,tnt r,2015,Naked Bike,1131,157.0,In-line three,16.0,205.0,830.0,0.77
2480,Benelli,tnt r160,2011,Naked Bike,1131,155.0,In-line three,16.0,208.0,820.0,0.75
2485,Benelli,tornado 302,2016,Sport,300,36.0,Twin,14.0,180.0,790.0,0.2
2493,Benelli,tornado naked t,2016,Naked Bike,125,11.7,Single cylinder,7.2,121.0,780.0,0.1
2494,Benelli,tornado naked t,2018,"Minibike, Sport",125,11.1,Single cylinder,7.2,116.0,790.0,0.1
2495,Benelli,tornado naked t,2019,"Minibike, Sport",125,11.1,Single cylinder,7.2,116.0,780.0,0.1
2496,Benelli,tornado naked t 125,2020,"Minibike, Sport",125,11.1,Single cylinder,7.2,116.0,780.0,0.1
2497,Benelli,tornado naked t 125,2021,"Minibike, Sport",125,11.1,Single cylinder,7.2,116.0,780.0,0.1
2498,Benelli,tornado naked t 125,2022,"Minibike, Sport",125,11.1,Single cylinder,7.2,116.0,780.0,0.1
2499,Benelli,tornado naked t 600,2020,Naked Bike,600,67.1,In-line four,15.0,220.0,800.0,0.3
2502,Benelli,tornado naked tre 1130 sport evo,2010,Naked Bike,1131,135.0,In-line three,17.0,208.0,820.0,0.65
2504,Benelli,tornado naked tre 899,2010,Naked Bike,899,118.0,In-line three,17.0,208.0,780.0,0.57
2506,Benelli,tornado naked tre 899 s,2010,Naked Bike,899,118.0,In-line three,16.0,208.0,780.0,0.57
2510,Benelli,tornado tnt 125,2017,Naked Bike,125,11.1,Single cylinder,7.2,116.0,790.0,0.1
3277,Bmw,c 600 sport,2014,Scooter,647,59.0,Twin,15.9,236.8,810.0,0.25
2513,Benelli,tornado tre 1130,2010,Sport,1131,160.0,In-line three,19.0,199.0,810.0,0.8
2514,Benelli,tornado tre 1130,2011,Sport,1131,160.0,In-line three,19.0,199.0,810.0,0.8
2520,Benelli,tornado tre 903,2011,Sport,898,140.0,In-line three,22.0,198.0,810.0,0.71
2521,Benelli,tornado tre 903 le,2011,Sport,898,140.0,In-line three,22.0,185.0,810.0,0.76
2522,Benelli,tornado tre 903 rs,2011,Sport,898,140.0,In-line three,22.0,195.0,810.0,0.72
3281,Bmw,c 650 gt,2014,Scooter,647,59.0,Twin,16.0,241.0,795.0,0.24
2530,Benelli,tre 1130 k,2010,Naked Bike,1131,123.0,In-line three,22.0,215.0,840.0,0.57
2531,Benelli,tre 1130 k,2016,Sport Touring,1131,125.0,In-line three,22.0,215.0,850.0,0.58
